run_id,date,turn,subturn,agent_id,news_depth,fake_public_id,fake_synthetic_id,title,body_seen_by_agent,misinformation_type,false_claim,correct_fact,why_false_or_misleading,sources,selected_by_agent,action,quantity
simulation_20260707_183141_053281_49182,2026-02-27,1,am,A012,1,news_20260227_섹터_8a651046,fakeinj_20260227_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 계약설",젠슨황 AI 수요 발언과 7세대 HBM 경쟁 이후 온라인 투자 채널에서는 삼성전자가 주요 고객사와 AI 반도체 공급 계약을 맺었다는 글이 빠르게 공유됐다. 관련 기대감이 커지며 파운드리와 HBM 사업 회복 가능성이 함께 거론됐다. 시장에서는 고객사 검증 일정과 공급 물량 전망이 단기 수급의 핵심 변수로 거론됐다.,intentional_disinformation,대형 고객사와 독점 공급 계약을 체결했다는 소문이 퍼졌다.,"연결 이벤트: 젠슨황 AI 수요 발언과 7세대 HBM 경쟁. 대표 원천 뉴스: '엔비디아 최대공급처' 삼성전자 ·하이닉스 … 7세대 HBM 기술 경쟁 가속. 주가 반응: 2026-02-26 close=218000, 1D=7.13%, 3D=-4.13%, 7D=-14.74%, volume_ratio=0.9672577740444585.",공식 확인되지 않은 계약 체결을 만들어낸 의도적 허위정보다.,"base, read",False,buy,238
simulation_20260707_183141_053281_49182,2026-02-27,1,am,A011,1,news_20260227_섹터_8a651046,fakeinj_20260227_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 계약설",젠슨황 AI 수요 발언과 7세대 HBM 경쟁 이후 온라인 투자 채널에서는 삼성전자가 주요 고객사와 AI 반도체 공급 계약을 맺었다는 글이 빠르게 공유됐다. 관련 기대감이 커지며 파운드리와 HBM 사업 회복 가능성이 함께 거론됐다. 시장에서는 고객사 검증 일정과 공급 물량 전망이 단기 수급의 핵심 변수로 거론됐다.,intentional_disinformation,대형 고객사와 독점 공급 계약을 체결했다는 소문이 퍼졌다.,"연결 이벤트: 젠슨황 AI 수요 발언과 7세대 HBM 경쟁. 대표 원천 뉴스: '엔비디아 최대공급처' 삼성전자 ·하이닉스 … 7세대 HBM 기술 경쟁 가속. 주가 반응: 2026-02-26 close=218000, 1D=7.13%, 3D=-4.13%, 7D=-14.74%, volume_ratio=0.9672577740444585.",공식 확인되지 않은 계약 체결을 만들어낸 의도적 허위정보다.,"base, read, selected",True,buy,238
simulation_20260707_183141_053281_49182,2026-02-27,1,am,A013,1,news_20260227_섹터_8a651046,fakeinj_20260227_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 계약설",젠슨황 AI 수요 발언과 7세대 HBM 경쟁 이후 온라인 투자 채널에서는 삼성전자가 주요 고객사와 AI 반도체 공급 계약을 맺었다는 글이 빠르게 공유됐다. 관련 기대감이 커지며 파운드리와 HBM 사업 회복 가능성이 함께 거론됐다. 시장에서는 고객사 검증 일정과 공급 물량 전망이 단기 수급의 핵심 변수로 거론됐다.,intentional_disinformation,대형 고객사와 독점 공급 계약을 체결했다는 소문이 퍼졌다.,"연결 이벤트: 젠슨황 AI 수요 발언과 7세대 HBM 경쟁. 대표 원천 뉴스: '엔비디아 최대공급처' 삼성전자 ·하이닉스 … 7세대 HBM 기술 경쟁 가속. 주가 반응: 2026-02-26 close=218000, 1D=7.13%, 3D=-4.13%, 7D=-14.74%, volume_ratio=0.9672577740444585.",공식 확인되지 않은 계약 체결을 만들어낸 의도적 허위정보다.,"base, read, selected",True,buy,238
simulation_20260707_183141_053281_49182,2026-02-27,1,am,A014,1,news_20260227_섹터_8a651046,fakeinj_20260227_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 계약설",젠슨황 AI 수요 발언과 7세대 HBM 경쟁 이후 온라인 투자 채널에서는 삼성전자가 주요 고객사와 AI 반도체 공급 계약을 맺었다는 글이 빠르게 공유됐다. 관련 기대감이 커지며 파운드리와 HBM 사업 회복 가능성이 함께 거론됐다. 시장에서는 고객사 검증 일정과 공급 물량 전망이 단기 수급의 핵심 변수로 거론됐다.,intentional_disinformation,대형 고객사와 독점 공급 계약을 체결했다는 소문이 퍼졌다.,"연결 이벤트: 젠슨황 AI 수요 발언과 7세대 HBM 경쟁. 대표 원천 뉴스: '엔비디아 최대공급처' 삼성전자 ·하이닉스 … 7세대 HBM 기술 경쟁 가속. 주가 반응: 2026-02-26 close=218000, 1D=7.13%, 3D=-4.13%, 7D=-14.74%, volume_ratio=0.9672577740444585.",공식 확인되지 않은 계약 체결을 만들어낸 의도적 허위정보다.,"base, read, selected",True,buy,238
simulation_20260707_183141_053281_49182,2026-02-27,1,am,A016,0,news_20260227_섹터_8a651046,fakeinj_20260227_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 계약설",젠슨황 AI 수요 발언과 7세대 HBM 경쟁 이후 온라인 투자 채널에서는 삼성전자가 주요 고객사와 AI 반도체 공급 계약을 맺었다는 글이 빠르게 공유됐다. 관련 기대감이 커지며 파운드리와 HBM 사업 회복 가능성이 함께 거론됐다. 시장에서는 고객사 검증 일정과 공급 물량 전망이 단기 수급의 핵심 변수로 거론됐다.,intentional_disinformation,대형 고객사와 독점 공급 계약을 체결했다는 소문이 퍼졌다.,"연결 이벤트: 젠슨황 AI 수요 발언과 7세대 HBM 경쟁. 대표 원천 뉴스: '엔비디아 최대공급처' 삼성전자 ·하이닉스 … 7세대 HBM 기술 경쟁 가속. 주가 반응: 2026-02-26 close=218000, 1D=7.13%, 3D=-4.13%, 7D=-14.74%, volume_ratio=0.9672577740444585.",공식 확인되지 않은 계약 체결을 만들어낸 의도적 허위정보다.,base,False,buy,238
simulation_20260707_183141_053281_49182,2026-02-27,1,am,A015,2,news_20260227_섹터_8a651046,fakeinj_20260227_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 계약설",젠슨황 AI 수요 발언과 7세대 HBM 경쟁 이후 온라인 투자 채널에서는 삼성전자가 주요 고객사와 AI 반도체 공급 계약을 맺었다는 글이 빠르게 공유됐다. 관련 기대감이 커지며 파운드리와 HBM 사업 회복 가능성이 함께 거론됐다. 시장에서는 고객사 검증 일정과 공급 물량 전망이 단기 수급의 핵심 변수로 거론됐다.,intentional_disinformation,대형 고객사와 독점 공급 계약을 체결했다는 소문이 퍼졌다.,"연결 이벤트: 젠슨황 AI 수요 발언과 7세대 HBM 경쟁. 대표 원천 뉴스: '엔비디아 최대공급처' 삼성전자 ·하이닉스 … 7세대 HBM 기술 경쟁 가속. 주가 반응: 2026-02-26 close=218000, 1D=7.13%, 3D=-4.13%, 7D=-14.74%, volume_ratio=0.9672577740444585.",공식 확인되지 않은 계약 체결을 만들어낸 의도적 허위정보다.,"base, read",False,buy,150
simulation_20260707_183141_053281_49182,2026-02-27,1,am,A018,0,news_20260227_섹터_8a651046,fakeinj_20260227_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 계약설",젠슨황 AI 수요 발언과 7세대 HBM 경쟁 이후 온라인 투자 채널에서는 삼성전자가 주요 고객사와 AI 반도체 공급 계약을 맺었다는 글이 빠르게 공유됐다. 관련 기대감이 커지며 파운드리와 HBM 사업 회복 가능성이 함께 거론됐다. 시장에서는 고객사 검증 일정과 공급 물량 전망이 단기 수급의 핵심 변수로 거론됐다.,intentional_disinformation,대형 고객사와 독점 공급 계약을 체결했다는 소문이 퍼졌다.,"연결 이벤트: 젠슨황 AI 수요 발언과 7세대 HBM 경쟁. 대표 원천 뉴스: '엔비디아 최대공급처' 삼성전자 ·하이닉스 … 7세대 HBM 기술 경쟁 가속. 주가 반응: 2026-02-26 close=218000, 1D=7.13%, 3D=-4.13%, 7D=-14.74%, volume_ratio=0.9672577740444585.",공식 확인되지 않은 계약 체결을 만들어낸 의도적 허위정보다.,base,False,buy,238
simulation_20260707_183141_053281_49182,2026-02-27,1,am,A019,1,news_20260227_섹터_8a651046,fakeinj_20260227_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 계약설",젠슨황 AI 수요 발언과 7세대 HBM 경쟁 이후 온라인 투자 채널에서는 삼성전자가 주요 고객사와 AI 반도체 공급 계약을 맺었다는 글이 빠르게 공유됐다. 관련 기대감이 커지며 파운드리와 HBM 사업 회복 가능성이 함께 거론됐다. 시장에서는 고객사 검증 일정과 공급 물량 전망이 단기 수급의 핵심 변수로 거론됐다.,intentional_disinformation,대형 고객사와 독점 공급 계약을 체결했다는 소문이 퍼졌다.,"연결 이벤트: 젠슨황 AI 수요 발언과 7세대 HBM 경쟁. 대표 원천 뉴스: '엔비디아 최대공급처' 삼성전자 ·하이닉스 … 7세대 HBM 기술 경쟁 가속. 주가 반응: 2026-02-26 close=218000, 1D=7.13%, 3D=-4.13%, 7D=-14.74%, volume_ratio=0.9672577740444585.",공식 확인되지 않은 계약 체결을 만들어낸 의도적 허위정보다.,"base, read",False,buy,238
simulation_20260707_183141_053281_49182,2026-02-27,1,am,A017,2,news_20260227_섹터_8a651046,fakeinj_20260227_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 계약설",젠슨황 AI 수요 발언과 7세대 HBM 경쟁 이후 온라인 투자 채널에서는 삼성전자가 주요 고객사와 AI 반도체 공급 계약을 맺었다는 글이 빠르게 공유됐다. 관련 기대감이 커지며 파운드리와 HBM 사업 회복 가능성이 함께 거론됐다. 시장에서는 고객사 검증 일정과 공급 물량 전망이 단기 수급의 핵심 변수로 거론됐다.,intentional_disinformation,대형 고객사와 독점 공급 계약을 체결했다는 소문이 퍼졌다.,"연결 이벤트: 젠슨황 AI 수요 발언과 7세대 HBM 경쟁. 대표 원천 뉴스: '엔비디아 최대공급처' 삼성전자 ·하이닉스 … 7세대 HBM 기술 경쟁 가속. 주가 반응: 2026-02-26 close=218000, 1D=7.13%, 3D=-4.13%, 7D=-14.74%, volume_ratio=0.9672577740444585.",공식 확인되지 않은 계약 체결을 만들어낸 의도적 허위정보다.,"base, read",False,buy,238
simulation_20260707_183141_053281_49182,2026-02-27,1,am,A020,2,news_20260227_섹터_8a651046,fakeinj_20260227_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 계약설",젠슨황 AI 수요 발언과 7세대 HBM 경쟁 이후 온라인 투자 채널에서는 삼성전자가 주요 고객사와 AI 반도체 공급 계약을 맺었다는 글이 빠르게 공유됐다. 관련 기대감이 커지며 파운드리와 HBM 사업 회복 가능성이 함께 거론됐다. 시장에서는 고객사 검증 일정과 공급 물량 전망이 단기 수급의 핵심 변수로 거론됐다.,intentional_disinformation,대형 고객사와 독점 공급 계약을 체결했다는 소문이 퍼졌다.,"연결 이벤트: 젠슨황 AI 수요 발언과 7세대 HBM 경쟁. 대표 원천 뉴스: '엔비디아 최대공급처' 삼성전자 ·하이닉스 … 7세대 HBM 기술 경쟁 가속. 주가 반응: 2026-02-26 close=218000, 1D=7.13%, 3D=-4.13%, 7D=-14.74%, volume_ratio=0.9672577740444585.",공식 확인되지 않은 계약 체결을 만들어낸 의도적 허위정보다.,"base, read",False,buy,238
simulation_20260707_183141_053281_49182,2026-02-27,1,am,A021,0,news_20260227_섹터_8a651046,fakeinj_20260227_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 계약설",젠슨황 AI 수요 발언과 7세대 HBM 경쟁 이후 온라인 투자 채널에서는 삼성전자가 주요 고객사와 AI 반도체 공급 계약을 맺었다는 글이 빠르게 공유됐다. 관련 기대감이 커지며 파운드리와 HBM 사업 회복 가능성이 함께 거론됐다. 시장에서는 고객사 검증 일정과 공급 물량 전망이 단기 수급의 핵심 변수로 거론됐다.,intentional_disinformation,대형 고객사와 독점 공급 계약을 체결했다는 소문이 퍼졌다.,"연결 이벤트: 젠슨황 AI 수요 발언과 7세대 HBM 경쟁. 대표 원천 뉴스: '엔비디아 최대공급처' 삼성전자 ·하이닉스 … 7세대 HBM 기술 경쟁 가속. 주가 반응: 2026-02-26 close=218000, 1D=7.13%, 3D=-4.13%, 7D=-14.74%, volume_ratio=0.9672577740444585.",공식 확인되지 않은 계약 체결을 만들어낸 의도적 허위정보다.,base,False,buy,200
simulation_20260707_183141_053281_49182,2026-02-27,1,am,A022,1,news_20260227_섹터_8a651046,fakeinj_20260227_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 계약설",젠슨황 AI 수요 발언과 7세대 HBM 경쟁 이후 온라인 투자 채널에서는 삼성전자가 주요 고객사와 AI 반도체 공급 계약을 맺었다는 글이 빠르게 공유됐다. 관련 기대감이 커지며 파운드리와 HBM 사업 회복 가능성이 함께 거론됐다. 시장에서는 고객사 검증 일정과 공급 물량 전망이 단기 수급의 핵심 변수로 거론됐다.,intentional_disinformation,대형 고객사와 독점 공급 계약을 체결했다는 소문이 퍼졌다.,"연결 이벤트: 젠슨황 AI 수요 발언과 7세대 HBM 경쟁. 대표 원천 뉴스: '엔비디아 최대공급처' 삼성전자 ·하이닉스 … 7세대 HBM 기술 경쟁 가속. 주가 반응: 2026-02-26 close=218000, 1D=7.13%, 3D=-4.13%, 7D=-14.74%, volume_ratio=0.9672577740444585.",공식 확인되지 않은 계약 체결을 만들어낸 의도적 허위정보다.,"base, read",False,buy,200
simulation_20260707_183141_053281_49182,2026-02-27,1,am,A023,0,news_20260227_섹터_8a651046,fakeinj_20260227_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 계약설",젠슨황 AI 수요 발언과 7세대 HBM 경쟁 이후 온라인 투자 채널에서는 삼성전자가 주요 고객사와 AI 반도체 공급 계약을 맺었다는 글이 빠르게 공유됐다. 관련 기대감이 커지며 파운드리와 HBM 사업 회복 가능성이 함께 거론됐다. 시장에서는 고객사 검증 일정과 공급 물량 전망이 단기 수급의 핵심 변수로 거론됐다.,intentional_disinformation,대형 고객사와 독점 공급 계약을 체결했다는 소문이 퍼졌다.,"연결 이벤트: 젠슨황 AI 수요 발언과 7세대 HBM 경쟁. 대표 원천 뉴스: '엔비디아 최대공급처' 삼성전자 ·하이닉스 … 7세대 HBM 기술 경쟁 가속. 주가 반응: 2026-02-26 close=218000, 1D=7.13%, 3D=-4.13%, 7D=-14.74%, volume_ratio=0.9672577740444585.",공식 확인되지 않은 계약 체결을 만들어낸 의도적 허위정보다.,base,False,buy,238
simulation_20260707_183141_053281_49182,2026-02-27,1,am,A025,1,news_20260227_섹터_8a651046,fakeinj_20260227_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 계약설",젠슨황 AI 수요 발언과 7세대 HBM 경쟁 이후 온라인 투자 채널에서는 삼성전자가 주요 고객사와 AI 반도체 공급 계약을 맺었다는 글이 빠르게 공유됐다. 관련 기대감이 커지며 파운드리와 HBM 사업 회복 가능성이 함께 거론됐다. 시장에서는 고객사 검증 일정과 공급 물량 전망이 단기 수급의 핵심 변수로 거론됐다.,intentional_disinformation,대형 고객사와 독점 공급 계약을 체결했다는 소문이 퍼졌다.,"연결 이벤트: 젠슨황 AI 수요 발언과 7세대 HBM 경쟁. 대표 원천 뉴스: '엔비디아 최대공급처' 삼성전자 ·하이닉스 … 7세대 HBM 기술 경쟁 가속. 주가 반응: 2026-02-26 close=218000, 1D=7.13%, 3D=-4.13%, 7D=-14.74%, volume_ratio=0.9672577740444585.",공식 확인되지 않은 계약 체결을 만들어낸 의도적 허위정보다.,"base, read",False,buy,238
simulation_20260707_183141_053281_49182,2026-02-27,1,am,A026,1,news_20260227_섹터_8a651046,fakeinj_20260227_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 계약설",젠슨황 AI 수요 발언과 7세대 HBM 경쟁 이후 온라인 투자 채널에서는 삼성전자가 주요 고객사와 AI 반도체 공급 계약을 맺었다는 글이 빠르게 공유됐다. 관련 기대감이 커지며 파운드리와 HBM 사업 회복 가능성이 함께 거론됐다. 시장에서는 고객사 검증 일정과 공급 물량 전망이 단기 수급의 핵심 변수로 거론됐다.,intentional_disinformation,대형 고객사와 독점 공급 계약을 체결했다는 소문이 퍼졌다.,"연결 이벤트: 젠슨황 AI 수요 발언과 7세대 HBM 경쟁. 대표 원천 뉴스: '엔비디아 최대공급처' 삼성전자 ·하이닉스 … 7세대 HBM 기술 경쟁 가속. 주가 반응: 2026-02-26 close=218000, 1D=7.13%, 3D=-4.13%, 7D=-14.74%, volume_ratio=0.9672577740444585.",공식 확인되지 않은 계약 체결을 만들어낸 의도적 허위정보다.,"base, read, selected",True,buy,238
