run_id,date,turn,subturn,agent_id,news_depth,fake_public_id,fake_synthetic_id,fake_title,related_event,misinformation_type,sources,base_exposed,read_exposed,search_exposed,selected_by_agent,news_sentiment,action,quantity,belief_summary,decision_reason
simulation_20260707_184205_084828_50261,2026-02-27,1,am,A017,2,news_20260227_섹터_8a651046,fakeinj_20260227_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 계약설",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,intentional_disinformation,"base, read",True,True,False,False,mixed,buy,238,"기술적 상승 추세와 HBM 호재는 확실하나, ASML 규제 등 외부 리스크로 인해 무리한 추종보다는 리스크 관리가 우선입니다.","HBM 성장성과 기관 매수세 등 상승 모멘텀 확인, 기술적 지지 구간인 21 만 원 부근에서 매수. 거시 리스크 대비 현금 여력 확보를 위해 최대 50% 한도 내에서 진입."
simulation_20260707_184205_084828_50261,2026-02-27,1,am,A018,0,news_20260227_섹터_8a651046,fakeinj_20260227_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 계약설",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,intentional_disinformation,base,True,False,False,False,mixed,buy,238,"AI 호재와 기관 매수세로 우상향 기대하나, 기술적 지지선 확인 후 매수 관점을 유지한다. 변동성 속에서 기회 포착.","AI 수요 호재와 기관 매수세로 단기 상승 모멘텀이 강하며, 현재 가격이 MA20 및 MA5 위에 있어 추세 추종 관점에서 매수 기회로 판단. 고위험 고수익 선호 성향에 따라 최대 허용 범위 내에서 진입."
simulation_20260707_184205_084828_50261,2026-02-27,1,am,A019,1,news_20260227_섹터_8a651046,fakeinj_20260227_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 계약설",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,intentional_disinformation,"base, read",True,True,False,False,mixed,buy,150,"기술적 우위는 확실하나, 실물경제 괴리와 급등으로 인한 밸류에이션 부담으로 인해 추격 매수는 자제하고 조정 시점을 기다림.","공시 가격 하락 (3.7%) 에 따른 단기 조정 매수 기회로 판단하나, 밸류에이션 부담과 실물경제 괴리 우려로 인해 최대 거래 한도 (5000 만 원) 이내에서 제한적으로 진입합니다."
simulation_20260707_184205_084828_50261,2026-02-27,1,am,A015,2,news_20260227_섹터_8a651046,fakeinj_20260227_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 계약설",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,intentional_disinformation,"base, read",True,True,False,False,mixed,buy,200,,"전일 갭다운으로 MA5/MA20 지지선 부근 진입 기회이나, 고가 구간 밸류에이션 부담으로 인해 초기 진입 비중을 제한적으로 설정합니다."
simulation_20260707_184205_084828_50261,2026-02-27,1,am,A021,0,news_20260227_섹터_8a651046,fakeinj_20260227_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 계약설",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,intentional_disinformation,base,True,False,False,False,mixed,buy,238,"AI 호재와 국민연금 보유로 장기적 안정성은 확보되었으나, 단기 밸류에이션 우려로 진입은 기술적 지지선 확인 후 신중하게 접근해야 합니다.",MA5 상회 기술적 신호와 국민연금 보유 호재를 근거로 매수 진입을 결정했습니다. 밸류에이션 우려와 조정 국면을 고려하여 현금 50% 를 유지하며 진입합니다.
simulation_20260707_184205_084828_50261,2026-02-27,1,am,A020,2,news_20260227_섹터_8a651046,fakeinj_20260227_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 계약설",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,intentional_disinformation,"base, read",True,True,False,False,positive,buy,200,"HBM4E 수율 경쟁과 수급 호조로 중기 상승 관점이나, 단기 갭다운에 따른 기술적 지지선 확인이 선행되어야 함. 뉴스 호재와 차트 신호의 일치 여부로 진입 타이밍 결정.","시가 갭다운 (210,000 원) 이 MA5 지지선 부근에서 호재 (HBM4E, 수급) 와 결합되어 중기 상승 모멘텀 진입 기회로 판단. 고위험 선호 성향에 따라 제한적 비중으로 진입."
simulation_20260707_184205_084828_50261,2026-02-27,1,am,A023,0,news_20260227_섹터_8a651046,fakeinj_20260227_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 계약설",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,intentional_disinformation,base,True,False,False,False,mixed,buy,238,국민연금 매수와 HBM 호재로 저평가 구간이 확인되어 가치 실현 가능성을 높게 평가합니다. 단기 변동성은 있으나 중장기 관점에서 매력적인 자산입니다.,21 만 원대 지지력 확인 및 내재가치 대비 저평가 구간 진입으로 판단. 국민연금 매수 등 기관 신뢰도 확보 및 HBM 호재로 가치 실현 가능성 높게 평가. 집중 투자 성향에 따라 매수 가능 한도 내에서 진입.
simulation_20260707_184205_084828_50261,2026-02-27,1,am,A024,0,news_20260227_섹터_8a651046,fakeinj_20260227_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 계약설",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,intentional_disinformation,"base, selected",True,False,False,True,positive,buy,238,AI 수혜와 기술적 상승 모멘텀이 겹쳐 매수 관점 우위. 변동성 속에서도 추세 추종으로 수익 실현 목표.,MA5 지지 확인 및 AI 반도체 수혜 뉴스 호재로 상승 모멘텀 포착. 현금 50% 한도 내에서 기술적 추세 추종 매수 실행.
simulation_20260707_184205_084828_50261,2026-02-27,1,am,A025,1,news_20260227_섹터_8a651046,fakeinj_20260227_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 계약설",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,intentional_disinformation,"base, read, selected",True,True,False,True,positive,buy,238,국민연금의 매도 중단과 HBM 수주설이 '검증된 자산'이라는 확신을 줌. 기술적 지지선에서 진입 신호로 봄.,"HBM4E 수주설과 기관 매수세, MA5 지지선 확인으로 강세 전환 신호에 따라 매수 진입합니다."
simulation_20260707_184205_084828_50261,2026-02-27,1,am,A022,1,news_20260227_섹터_8a651046,fakeinj_20260227_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 계약설",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,intentional_disinformation,"base, read",True,True,False,False,mixed,buy,200,"HBM 기술 우위와 기관 수급은 긍정적이지만, 실물경제 괴리와 급등으로 인한 밸류에이션 부담을 고려해 신중하게 접근한다.","시가 하락 (218,000 원→210,000 원) 으로 진입 장벽이 낮아졌고, HBM4E 기술 우위 및 기관 수급 강세를 고려하여 매수합니다."
simulation_20260707_184205_084828_50261,2026-02-27,1,am,A026,1,news_20260227_섹터_8a651046,fakeinj_20260227_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 계약설",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,intentional_disinformation,"base, read",True,True,False,False,mixed,buy,150,,"울산 제조업 배경으로 실물경제 괴리 우려가 있으나, AI 반도체 호재와 MA5 지지로 단기적 진입 필요성 판단. 다만, 20 만 원 선이 20 일 MA 대비 프리미엄이 높아 가치투자 원칙에 따라 최대 한도 내에서도 제한적 매수 (150 주) 로 리스크 관리."
simulation_20260707_184205_084828_50261,2026-02-27,1,am,A027,1,news_20260227_섹터_8a651046,fakeinj_20260227_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 계약설",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,intentional_disinformation,"base, read, selected",True,True,False,True,positive,buy,238,기술적 지지선과 기관 자금 유입 호재로 매수 관점 강화. 단기 조정 가능성 있으나 중기 상승 추세 유지.,"AI 수요와 HBM4E 호재, 기관 자금 유입, 기술적 지지선 확보로 매수 관점 강화."
simulation_20260707_184205_084828_50261,2026-02-27,1,am,A028,0,news_20260227_섹터_8a651046,fakeinj_20260227_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 계약설",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,intentional_disinformation,"base, selected",True,False,False,True,mixed,buy,200,HBM7 기술 경쟁과 기술적 상승 추세로 인해 단기 매수 관점을 유지한다. 다만 실적 괴리 경고에 따른 변동성 관리와 거래량 확인이 필수적이다.,HBM7 기술 경쟁과 MA5 상회 등 기술적 상승 모멘텀을 포착하여 매수 진입. 전일 갭다운으로 인한 기술적 지지선 확인 차원에서 진입합니다.
simulation_20260707_184205_084828_50261,2026-02-27,1,am,A030,0,news_20260227_섹터_8a651046,fakeinj_20260227_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 계약설",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,intentional_disinformation,base,True,False,False,False,mixed,buy,100,"국민연금의 안정적 매수와 HBM7 기대감은 긍정적이지만, 주가 - 실물 괴리 지적과 경쟁사 비교는 경계해야 함. 현재 하락은 가치 투자 관점에서 매수 기회로 해석되나, 신중하게 판단.","21 만 원 선에서 기관 매수세와 HBM7 기대감으로 하방 지지력이 확인되어 가치 투자 관점에서 진입. 다만, 주가 - 실물 괴리 지적과 과거 투자 성과 저조로 인해 초기 진입 비중은 제한적으로 설정."
simulation_20260707_184205_084828_50261,2026-02-27,1,am,A029,0,news_20260227_섹터_8a651046,fakeinj_20260227_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 계약설",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,intentional_disinformation,base,True,False,False,False,mixed,buy,238,AI 호재와 기술적 지지선 확보로 단기 조정 후 반등이 유력하다. 국민연금의 안정적 매수세와 HBM7 경쟁력을 바탕으로 저점 매수 관점을 유지한다.,"공시가 210,000 원에서 AI 반도체 수요 호재와 MA20 기술적 지지선 확보로 저점 매수 기회로 판단. 고위험 고수익 성향에 따라 현금의 50% 한도 내에서 진입합니다."
simulation_20260707_184205_084828_50261,2026-03-04,5,am,A003,1,news_20260303_경제_8545ec15,fakeinj_20260303_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 주도권 기대",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,malicious_context_distortion,"base, read, selected",True,True,False,True,mixed,buy,133,,"단기 지정학적 리스크로 인한 과반응 하락으로 MA20 지지선 근처에서 가치 매수 기회로 판단. AI HBM 등 중장기 성장 논리는 훼손되지 않았으며, 현금 비중 50% 로 추가 매수 여력이 충분함."
simulation_20260707_184205_084828_50261,2026-03-04,5,am,A001,1,news_20260303_경제_8545ec15,fakeinj_20260303_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 주도권 기대",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,malicious_context_distortion,"base, read",True,True,False,False,mixed,buy,50,,주가 급락으로 내재가치 대비 저평가 구간 진입. AI 반도체 및 HBM 등 기업 펀더멘털은 양호하나 단기 외국인 매도 및 환율 변동성으로 인해 소량 매수로 접근.
simulation_20260707_184205_084828_50261,2026-03-04,5,am,A004,1,news_20260303_경제_8545ec15,fakeinj_20260303_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 주도권 기대",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,malicious_context_distortion,"base, read, selected",True,True,False,True,mixed,buy,27,"지정학적 리스크로 인한 급락은 공포스럽지만, MA20 지지선과 AI 호재로 인해 저가 매수 기회로 판단. 단기 변동성 속에서도 기술적 반등을 노릴 것.","MA20(179,605 원) 부근 기술적 지지선 형성 및 AI 반도체 수요 확실성으로 저가 매수 기회로 판단. 손실 시 추가 매수 성향에 따라 평균 매수 단가 하향 노력."
simulation_20260707_184205_084828_50261,2026-03-04,5,am,A002,0,news_20260303_경제_8545ec15,fakeinj_20260303_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 주도권 기대",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,malicious_context_distortion,"base, selected",True,False,False,True,mixed,buy,50,"외국인 매도와 환율 변동성으로 단기 하락 압력이 있으나, AI 반도체와 메모리 가격 상승 등 기본적 호재는 유효합니다. 저평가 구간에서 신중하게 접근하겠습니다.","AI 반도체와 메모리 가격 상승 등 기본적 호재가 유지되어 저평가 구간으로 판단되나, 단기 변동성 우려로 인해 신중하게 접근합니다."
simulation_20260707_184205_084828_50261,2026-03-04,5,am,A008,1,news_20260303_경제_8545ec15,fakeinj_20260303_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 주도권 기대",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,malicious_context_distortion,"base, read, selected",True,True,False,True,mixed,sell,140,환율 위기 속 MA20 지지 여부가 관건. AI 호재는 있으나 거시 리스크가 우선시되므로 기술적 신호에 따라 신중하게 대응.,"외국인 매도세 지속과 환율/전쟁 리스크로 MA20 지지선이 취약해졌으며, 기술적 매수 신호 부재로 위험 관리 우선순위를 높임."
simulation_20260707_184205_084828_50261,2026-03-04,5,am,A006,1,news_20260303_경제_8545ec15,fakeinj_20260303_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 주도권 기대",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,malicious_context_distortion,"base, read, selected",True,True,False,True,mixed,buy,40,,"손실 시 추가 매수 성향에 따라 평균 매수 단가 하향을 시도하며, MA20 지지선 부근 반등 가능성을 고려합니다."
simulation_20260707_184205_084828_50261,2026-03-04,5,am,A007,2,news_20260303_경제_8545ec15,fakeinj_20260303_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 주도권 기대",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,malicious_context_distortion,"base, read, selected",True,True,False,True,mixed,buy,100,지정학적 충격과 환율 위기 속에서도 AI 반도체 성장 스토리는 유효함. 단기 변동성은 있으나 내재가치 대비 저평가 구간이므로 분할 매수 관점 유지.,"현재 주가 (184,200 원) 가 내재가치 대비 저평가 구간이며, AI 반도체 수요와 설비투자 증가로 1 개월 내 반등 가능성이 높다고 판단되어 분할 매수 관점에서 추가 매수합니다."
simulation_20260707_184205_084828_50261,2026-03-04,5,am,A005,1,news_20260303_경제_8545ec15,fakeinj_20260303_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 주도권 기대",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,malicious_context_distortion,"base, read, selected",True,True,False,True,mixed,buy,15,"지정학적 리스크로 인한 단기 급락은 공포심에 기인하나, 핵심 사업인 메모리 및 AI 반도체의 내재가치는 유지됨. 저평가 구간에서의 신중한 대응 필요.","현재가 184,200 원은 내재가치 대비 저평가 구간이며 MA20 지지선 부근으로 가치 투자 관점에서 매수 기회이나, 지정학적 리스크와 현금 부족으로 인해 수량을 제한적으로 조정함."
simulation_20260707_184205_084828_50261,2026-03-04,5,am,A010,1,news_20260303_경제_8545ec15,fakeinj_20260303_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 주도권 기대",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,malicious_context_distortion,"base, read",True,True,False,False,mixed,buy,20,"지정학적 충격으로 주가 급락했으나, 내재가치와 AI 성장성은 변함없음. 단기 변동성 속에서도 저평가 구간을 기회로 보되, 현금 관리에 유의.","내재가치 대비 저평가 구간 (18 만 원대) 형성 및 AI 반도체 호재로 장기 회복 기대. 지정학적 리스크와 현금 부족으로 전량 매수 불가하나, 가치 투자 원칙에 따라 제한적 매수로 평균 단가 하향."
simulation_20260707_184205_084828_50261,2026-03-04,5,am,A011,1,news_20260303_경제_8545ec15,fakeinj_20260303_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 주도권 기대",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,malicious_context_distortion,"base, read, selected",True,True,False,True,mixed,buy,8,"지정학적 악재로 인한 급락은 일시적이며, AI 반도체와 메모리 사이클이 주가를 지탱할 것. 현재价位는 가치 투자 관점에서 매수 기회로 간주.",18 만 원대 진입은 PER/PBR 역사적 저점이며 AI 반도체 사이클과 메모리 가격 상승으로 내재가치가 확보된 매수 구간으로 판단. 지정학적 악재는 단기 변동성 요인이므로 가치 투자 관점에서 추가 매수.
simulation_20260707_184205_084828_50261,2026-03-04,5,am,A009,0,news_20260303_경제_8545ec15,fakeinj_20260303_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 주도권 기대",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,malicious_context_distortion,"base, selected",True,False,False,True,mixed,sell,1,"외국인 매도와 원화 약세로 단기 하락세 뚜렷하나, MA20 지지선 부근 반등 가능성 있음. 기술적 지지 확인 전까지 매수 타이밍은 신중하게 판단해야 함.","fallback_decision_after_invalid_llm_output: the model failed to return a valid decision after retry, so the system submitted a minimal valid sell order."
